#####################################################################
# Alchemist log file - simulation started at: 2024-06-14T12:28+0000 #
#####################################################################
#
# seed = 0.0, spacing = 1, error = 0.5, globalRound = 7
#
# The columns have the following meaning: 
# time Reward[min] Reward[max] Reward[mean] Reward[variance] MeanDistance[min] MeanDistance[max] MeanDistance[mean] MeanDistance[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN
0.1 NaN NaN NaN NaN NaN NaN NaN NaN
1.1 -2.0347943253855436 -0.8871415435993155 -1.1807780847116933 0.04804273367809049 0.9123431723099031 1.6393507949203123 1.09572014186547 0.01654502572352658
2.1 -1.9353652120296496 -0.827898822970502 -1.1438251407997302 0.04658630454583203 0.8591895705707643 1.5861724474948975 1.0757257153262514 0.014820442755056618
3.1 -1.9304871824601955 -0.8873091017230008 -1.163038866717059 0.046092252340619366 0.8486842398744429 1.5579218598988664 1.0764272347157853 0.015392708234618831
4.1 -1.8465658935013962 -0.8130484726522238 -1.126929525419828 0.04278603467475173 0.7995166417274964 1.5226108971912136 1.0559907474866628 0.014398696850234474
5.1 -1.8308753153746748 -0.7938985229587421 -1.0904793702084599 0.041082414655480196 0.7593709359062912 1.5161627781395457 1.0367691915566308 0.014610454840723812
6.1 -1.8768741262997708 -0.7861370328520627 -1.107772845853168 0.041824178418797577 0.7816978802943415 1.5267534398910554 1.041582800682521 0.014691838857654915
7.1 -1.8742702770791915 -0.7756313369203889 -1.1185993538888521 0.03829713085501818 0.7785611697607899 1.4905687591183934 1.0447073496871089 0.01391262923173581
8.1 -1.7743546019763496 -0.8024234429910919 -1.0796466048025408 0.03784096585319048 0.7305722010652683 1.4705856240978252 1.0233220468429733 0.014891167450812252
9.1 -1.7743546019763496 -0.7298934158279606 -1.0476309209930916 0.03858400681745202 0.6960515974958545 1.4420903430690324 1.0029726974861315 0.016342636233545395
10.1 -1.7314432028221831 -0.6938893362094405 -1.0295063943588476 0.038231291332471724 0.6672085539018767 1.4107392233807259 0.9828622671598811 0.017710101578388118
11.1 -1.6503499614273343 -0.6549444086005618 -1.0321115629096376 0.03500578793059603 0.6682264063196852 1.3553166663012224 0.9819890238368051 0.016525623467277692
12.1 -1.6229057869737662 -0.6218223468426995 -1.0015322119540713 0.03700818962516636 0.6336514415024972 1.3318240917227229 0.9614996381223009 0.018411952245754933
13.1 -1.533593609444321 -0.6445103411959259 -0.9829032119526562 0.035544875550303195 0.60925911280241 1.2916446214514496 0.9431958006632399 0.02010213266505719
14.1 -1.4660883611990108 -0.5764169779599047 -0.9613484286840337 0.03506385238993577 0.5912877284944794 1.2289231256441002 0.9218039504926194 0.022954283827145903
15.1 -1.5420123632279032 -0.5764169779599047 -0.9700927261474821 0.03600788800570254 0.5801442245501631 1.2977360153661763 0.9210968604462891 0.023382314927519614
16.1 -1.4437895400956753 -0.5052172725216475 -0.9479414021915087 0.03527565963827364 0.5533240007290509 1.219578047623536 0.8974262144576911 0.025665011195895034
17.1 -1.4491816228263499 -0.5157016206115081 -0.9480287587960451 0.03593623523138727 0.5776817933041974 1.2537306538177342 0.901646904801859 0.026824899023988668
18.1 -1.5167243860661799 -0.4809368735889004 -0.9312374340450386 0.03674093096943014 0.5514808109390281 1.2976266506795118 0.8942855331223204 0.02859254538757321
19.1 -1.5029638380823254 -0.37830608494715673 -0.8934911504851809 0.04278505997626008 0.4870444554351542 1.2914685437787394 0.8638086043821307 0.033185792124105704
20.1 -1.5518182966767815 -0.4396192265061181 -0.9061331915995415 0.043213565188593865 0.45600748844593875 1.3102440462982738 0.8638768745810549 0.033738765015485554
21.1 -1.5420123632279032 -0.3956593052574529 -0.9123088182212773 0.04368271710553185 0.47049196641169333 1.326705977358895 0.8612357921661353 0.033827283332144326
22.1 -1.4437895400956753 -0.30420450557139994 -0.8634084471615955 0.04853504933291697 0.40288432767457616 1.368770916362624 0.8299445917646446 0.03854050832427871
23.1 -1.4437895400956753 -0.32808480088594355 -0.8841226237748899 0.04577502075851177 0.4557421402746863 1.3416963426371586 0.8380063359698695 0.03485349496752374
24.1 -1.4487838181441424 -0.2856413861806785 -0.8399146722332687 0.052817860576367635 0.38856748734629465 1.381390035556861 0.8055917646826631 0.03967569630506806
25.1 -1.407125555763768 -0.3366255686886633 -0.8042822259002816 0.05883156582355524 0.32571623426154195 1.4260595498999382 0.7720428788194375 0.04648460459320055
26.1 -1.4516332881865062 -0.29409375651370134 -0.8129375929261556 0.0613608331775613 0.29764265384872873 1.4595747907723904 0.7725363728881433 0.04695230642594207
